"median_house_value","total_bedrooms","total_rooms","bedroom_per_room"
"101900","496","2019","0.25"
"101900","280","1149","0.24"
"101900","210","935","0.22"
"101900","631","2901","0.22"
"101900","451","2152","0.21"
"101900","246","1194","0.21"
"101900","468","2286","0.20"
"101900","953","4998","0.19"
"101900","560","3295","0.17"
"101900","377","2382","0.16"
"102000","415","1547","0.27"
"102000","283","1291","0.22"
"102000","1122","5983","0.19"
"102000","744","3998","0.19"
"102000","251","1362","0.18"
"102100","614","1984","0.31"
"102100","594","2131","0.28"
"102100","562","2074","0.27"
"102100","562","2914","0.19"
"102100","131","712","0.18"
"102100","428","2608","0.16"
"102200","309","1241","0.25"
"102200","227","1107","0.21"
"102300","473","1776","0.27"
"102300","620","2351","0.26"
"102300","695","2808","0.25"
"102300","233","941","0.25"
"102300","764","3483","0.22"
"102300","484","2202","0.22"
"102300","387","2001","0.19"
"102400","498","2272","0.22"
"102400","410","1998","0.21"
"102400","376","2144","0.18"
"102400","477","2872","0.17"
"102500","1077","2782","0.39"
"102500","313","998","0.31"
"102500","507","1801","0.28"
"102500","178","722","0.25"
"102500","92","383","0.24"
"102500","246","1273","0.19"
"102600","294","1026","0.29"
"102600","271","1068","0.25"
"102600","650","2614","0.25"
"102600","556","2748","0.20"
"102600","321","1820","0.18"
"102600","558","3079","0.18"
"102600","124","718","0.17"
"102700","1559","6107","0.26"
"102700","477","2211","0.22"
"102700","1359","6130","0.22"
"102700","615","2740","0.22"
"102700","319","1513","0.21"
"102800","414","1729","0.24"
"102800","200","1014","0.20"
"102800","104","541","0.19"
"102800","74","391","0.19"
"102800","193","1166","0.17"
"102800","241","1678","0.14"
"102900","342","1218","0.28"
"102900","704","2927","0.24"
"102900","533","2672","0.20"
"102900","152","745","0.20"
"102900","339","1778","0.19"
"102900","146","829","0.18"
"102900","574","3257","0.18"
"103000","513","1971","0.26"
"103000","794","3163","0.25"
"103000","488","2185","0.22"
"103000","442","2055","0.22"
"103000","529","2505","0.21"
"103000","254","1299","0.20"
"103000","627","3126","0.20"
"103000","1271","6260","0.20"
"103000","2444","13180","0.19"
"103000","237","1239","0.19"
"103000","492","2791","0.18"
"103100","251","719","0.35"
"103100","159","500","0.32"
"103100","541","1778","0.30"
"103100","587","1943","0.30"
"103100","367","1393","0.26"
"103100","48","186","0.26"
"103100","1385","5667","0.24"
"103100","239","1097","0.22"
"103100","108","488","0.22"
"103100","504","2365","0.21"
"103100","167","826","0.20"
"103100","628","3276","0.19"
"103100","889","4794","0.19"
"103100","145","764","0.19"
"103100","321","1755","0.18"
"103100","510","2780","0.18"
"103100","302","1688","0.18"
"103100","222","1294","0.17"
"103200","444","1552","0.29"
"103200","500","1847","0.27"
"103200","544","2203","0.25"
"103200","213","1042","0.20"
"103300","593","2143","0.28"
"103300","367","1502","0.24"
"103300","1056","4866","0.22"
"103300","339","1611","0.21"
"103300","504","2547","0.20"
"103300","263","1290","0.20"
"103400","799","2426","0.33"
"103400","4952","17286","0.29"
"103400","697","2615","0.27"
"103400","236","1004","0.24"
"103400","530","2198","0.24"
"103400","643","3019","0.21"
"103400","767","3746","0.20"
"103400","1819","9534","0.19"
"103400","339","1880","0.18"
"103400","1489","8574","0.17"
"103500","1213","4663","0.26"
"103500","505","2016","0.25"
"103500","392","1844","0.21"
"103500","306","1489","0.21"
"103500","356","1851","0.19"
"103600","245","713","0.34"
"103600","1195","4174","0.29"
"103600","486","1831","0.27"
"103600","1646","6365","0.26"
"103600","211","883","0.24"
"103600","441","1817","0.24"
"103600","289","1216","0.24"
"103600","316","1446","0.22"
"103600","116","529","0.22"
"103600","897","4446","0.20"
"103600","531","2677","0.20"
"103600","186","993","0.19"
"103700","869","3539","0.25"
"103700","734","3102","0.24"
"103700","424","2131","0.20"
"103800","626","2190","0.29"
"103800","430","1735","0.25"
"103800","428","1748","0.24"
"103800","444","1879","0.24"
"103800","617","2878","0.21"
"103800","1516","7184","0.21"
"103800","2445","11827","0.21"
"103800","695","3486","0.20"
"103800","332","1676","0.20"
"103800","530","2773","0.19"
"103800","361","1875","0.19"
"103900","375","1326","0.28"
"103900","390","1511","0.26"
"103900","309","1452","0.21"
"103900","751","3639","0.21"
"103900","280","1378","0.20"
"104000","520","2341","0.22"
"104000","681","3095","0.22"
"104000","323","1454","0.22"
"104000","180","907","0.20"
"104000","206","1010","0.20"
"104000","823","4230","0.19"
"104000","299","1731","0.17"
"104100","464","2251","0.21"
"104100","288","1367","0.21"
"104100","566","2774","0.20"
"104200","699","2242","0.31"
"104200","41","143","0.29"
"104200","456","1630","0.28"
"104200","693","2493","0.28"
"104200","492","1733","0.28"
"104200","1467","5407","0.27"
"104200","393","1492","0.26"
"104200","57","246","0.23"
"104200","284","1248","0.23"
"104200","553","2582","0.21"
"104200","300","1455","0.21"
"104200","1379","6907","0.20"
"104200","357","1758","0.20"
"104200","527","2624","0.20"
"104200","116","579","0.20"
"104200","920","4863","0.19"
"104200","41","215","0.19"
"104200","779","4176","0.19"
"104200","227","1265","0.18"
"104200","358","2127","0.17"
"104300","526","2220","0.24"
"104300","596","2681","0.22"
"104300","277","1298","0.21"
"104300","318","1621","0.20"
"104400","1090","4715","0.23"
"104400","831","4086","0.20"
"104400","530","2654","0.20"
"104400","502","2630","0.19"
"104500","432","1798","0.24"
"104500","444","2284","0.19"
"104600","579","2420","0.24"
"104600","698","3009","0.23"
"104600","612","2874","0.21"
"104600","682","3320","0.21"
"104600","410","1996","0.21"
"104600","276","1403","0.20"
"104600","941","5548","0.17"
"104700","289","1042","0.28"
"104700","787","3440","0.23"
"104700","487","2311","0.21"
"104700","480","2585","0.19"
"104800","271","1073","0.25"
"104800","285","1218","0.23"
"104800","339","1489","0.23"
"104800","295","1433","0.21"
"104800","219","1060","0.21"
"104800","689","3251","0.21"
"104900","737","2569","0.29"
"104900","532","2065","0.26"
"104900","366","1655","0.22"
"104900","781","3750","0.21"
"104900","257","1384","0.19"
"105000","391","1220","0.32"
"105000","275","1000","0.28"
"105000","309","1176","0.26"
"105000","1133","4773","0.24"
"105000","248","1056","0.23"
"105000","221","1052","0.21"
"105000","592","2776","0.21"
"105000","140","762","0.18"
"105100","633","1867","0.34"
"105100","903","2873","0.31"
"105100","221","859","0.26"
"105100","568","2394","0.24"
"105100","430","1942","0.22"
"105100","322","1435","0.22"
"105100","560","3014","0.19"
"105100","895","4592","0.19"
"105100","592","3572","0.17"
"105100","238","1475","0.16"
"105200","459","1880","0.24"
"105200","493","2112","0.23"
"105200","1208","5959","0.20"
"105200","367","1822","0.20"
"105200","819","4358","0.19"
"105200","404","2177","0.19"
"105200","308","1601","0.19"
"105200","320","1756","0.18"
"105300","391","1545","0.25"
"105300","707","3135","0.23"
"105300","974","4391","0.22"
"105300","255","1351","0.19"
"105300","568","3050","0.19"
"105300","641","4334","0.15"
"105400","168","786","0.21"
"105400","49","239","0.21"
"105400","151","742","0.20"
"105400","578","2879","0.20"
"105400","242","1270","0.19"
"105400","294","1566","0.19"
"105400","36","199","0.18"
"105400","667","3622","0.18"
"105400","417","2259","0.18"
"105500","431","1469","0.29"
"105500","1550","6758","0.23"
"105500","421","1898","0.22"
"105500","908","4371","0.21"
"105500","309","1527","0.20"
"105500","605","3099","0.20"
"105500","772","3999","0.19"
"105600","424","1649","0.26"
"105600","292","1201","0.24"
"105600","652","2762","0.24"
"105600","417","2086","0.20"
"105600","220","1195","0.18"
"105600","164","1008","0.16"
"105700","769","3313","0.23"
"105700","459","2221","0.21"
"105700","247","1214","0.20"
"105700","338","1782","0.19"
"105700","828","4462","0.19"
"105700","501","2734","0.18"
"105800","249","844","0.30"
"105800","318","1171","0.27"
"105800","267","1033","0.26"
"105800","824","3295","0.25"
"105800","1017","4288","0.24"
"105800","268","1144","0.23"
"105800","387","1753","0.22"
"105800","324","1555","0.21"
"105800","273","1330","0.21"
"105800","187","921","0.20"
"105800","223","1201","0.19"
"105800","1827","9404","0.19"
"105900","254","946","0.27"
"105900","702","3082","0.23"
"105900","538","2673","0.20"
"105900","221","1248","0.18"
"106000","341","1461","0.23"
"106000","620","2973","0.21"
"106000","347","1750","0.20"
"106000","230","1333","0.17"
"106100","332","1970","0.17"
"106200","442","2119","0.21"
"106200","437","2387","0.18"
"106200","413","2589","0.16"
"106300","29","58","0.50"
"106300","233","517","0.45"
"106300","1526","3442","0.44"
"106300","418","1308","0.32"
"106300","581","1877","0.31"
"106300","560","1782","0.31"
"106300","945","3375","0.28"
"106300","108","388","0.28"
"106300","332","1225","0.27"
"106300","435","1607","0.27"
"106300","1102","4291","0.26"
"106300","83","335","0.25"
"106300","723","2913","0.25"
"106300","621","2717","0.23"
"106300","119","523","0.23"
"106300","724","3084","0.23"
"106300","347","1582","0.22"
"106300","231","1125","0.21"
"106300","86","402","0.21"
"106300","1636","8363","0.20"
"106300","262","1297","0.20"
"106300","259","1272","0.20"
"106300","254","1280","0.20"
"106300","665","3616","0.18"
"106300","1283","7290","0.18"
"106300","217","1175","0.18"
"106300","2141","11609","0.18"
"106300","350","2129","0.16"
"106400","794","3004","0.26"
"106400","390","1834","0.21"
"106400","560","2875","0.19"
"106400","210","1079","0.19"
"106500","1593","6337","0.25"
"106500","1287","5661","0.23"
"106500","1108","5009","0.22"
"106500","611","3273","0.19"
"106600","346","1231","0.28"
"106600","454","1985","0.23"
"106700","724","2671","0.27"
"106700","646","3098","0.21"
"106700","625","2981","0.21"
"106700","944","4459","0.21"
"106700","511","2650","0.19"
"106700","453","2694","0.17"
"106800","374","1818","0.21"
"106800","362","1967","0.18"
"106800","351","2051","0.17"
"106900","381","1258","0.30"
"106900","319","1083","0.29"
"106900","273","1236","0.22"
"106900","603","2843","0.21"
"106900","208","1089","0.19"
"106900","373","2119","0.18"
"107000","566","2017","0.28"
"107000","849","3239","0.26"
"107000","358","1575","0.23"
"107000","395","1718","0.23"
"107000","409","1841","0.22"
"107000","1119","5200","0.22"
"107000","178","952","0.19"
"107000","758","4680","0.16"
"107100","517","2726","0.19"
"107100","521","2969","0.18"
"107200","386","1429","0.27"
"107200","640","2698","0.24"
"107200","493","2138","0.23"
"107200","185","856","0.22"
"107200","480","2164","0.22"
"107200","289","1562","0.19"
"107200","493","2655","0.19"
"107200","462","2438","0.19"
"107200","234","1248","0.19"
"107300","438","1696","0.26"
"107300","672","2660","0.25"
"107300","268","1088","0.25"
"107300","492","2050","0.24"
"107300","454","1979","0.23"
"107300","1116","6010","0.19"
"107300","409","2401","0.17"
"107400","461","1869","0.25"
"107400","124","568","0.22"
"107400","601","3416","0.18"
"107400","150","826","0.18"
"107500","99","396","0.25"
"107500","108","437","0.25"
"107500","606","2383","0.25"
"107500","123","535","0.23"
"107500","440","2139","0.21"
"107500","84","479","0.18"
"107500","234","1300","0.18"
"107600","568","2013","0.28"
"107600","342","1260","0.27"
"107600","226","1026","0.22"
"107600","708","3435","0.21"
"107600","832","3889","0.21"
"107600","311","1731","0.18"
"107600","468","2654","0.18"
"107600","312","1784","0.17"
"107700","278","1089","0.26"
"107700","727","3974","0.18"
"107700","248","1409","0.18"
"107800","317","950","0.33"
"107800","300","1326","0.23"
"107800","573","2701","0.21"
"107800","453","2199","0.21"
"107800","220","1141","0.19"
"107800","529","2807","0.19"
"107800","341","1891","0.18"
"107900","454","1790","0.25"
"107900","319","1274","0.25"
"107900","404","1731","0.23"
"107900","598","2559","0.23"
"107900","564","2538","0.22"
"107900","395","1783","0.22"
"107900","546","2498","0.22"
"107900","1309","5829","0.22"
"107900","1995","10211","0.20"
"107900","413","2118","0.19"
"107900","266","1745","0.15"
"108000","629","2178","0.29"
"108000","670","2386","0.28"
"108000","430","1645","0.26"
"108000","196","857","0.23"
"108000","338","1529","0.22"
"108000","482","2356","0.20"
"108000","231","1245","0.19"
"108000","1235","6573","0.19"
"108000","265","1407","0.19"
"108000","174","1064","0.16"
"108100","468","2091","0.22"
"108100","459","2483","0.18"
"108100","644","3748","0.17"
"108200","682","2179","0.31"
"108200","414","1715","0.24"
"108200","205","905","0.23"
"108200","427","2051","0.21"
"108200","829","4675","0.18"
"108300","350","1010","0.35"
"108300","109","338","0.32"
"108300","1434","5535","0.26"
"108300","247","966","0.26"
"108300","416","1582","0.26"
"108300","129","512","0.25"
"108300","562","2374","0.24"
"108300","375","1606","0.23"
"108300","372","1644","0.23"
"108300","1380","5934","0.23"
"108300","389","1759","0.22"
"108300","794","3806","0.21"
"108300","111","532","0.21"
"108300","662","3297","0.20"
"108300","243","1207","0.20"
"108300","263","1417","0.19"
"108300","205","1102","0.19"
"108300","258","1348","0.19"
"108300","1856","10035","0.18"
"108300","47","300","0.16"
"108300","79","556","0.14"
"108400","931","4397","0.21"
"108400","351","2097","0.17"
"108500","739","2591","0.29"
"108500","1046","4617","0.23"
"108500","234","1141","0.21"
"108500","546","2771","0.20"
"108500","102","519","0.20"
"108500","205","1081","0.19"
"108500","355","2360","0.15"
"108600","630","2407","0.26"
"108600","216","960","0.23"
"108600","314","1448","0.22"
"108600","523","2636","0.20"
"108600","149","800","0.19"
"108700","380","1346","0.28"
"108700","406","1661","0.24"
"108700","394","2019","0.20"
"108700","186","1169","0.16"
"108800","940","3223","0.29"
"108800","473","1759","0.27"
"108800","385","1492","0.26"
"108800","618","2472","0.25"
"108800","489","2217","0.22"
"108800","765","3670","0.21"
"108800","1095","6463","0.17"
"108900","364","1196","0.30"
"108900","489","1784","0.27"
"108900","549","2051","0.27"
"108900","675","2685","0.25"
"108900","235","979","0.24"
"108900","492","2082","0.24"
"108900","357","1564","0.23"
"108900","1039","4784","0.22"
"108900","1178","5666","0.21"
"108900","73","354","0.21"
"108900","1335","6317","0.21"
"108900","323","1601","0.20"
"108900","518","2670","0.19"
"108900","1643","8537","0.19"
"108900","232","1257","0.18"
"108900","363","2112","0.17"
"109000","711","3779","0.19"
"109000","500","2727","0.18"
"109000","182","1068","0.17"
"109000","482","3151","0.15"
"109000","308","2032","0.15"
"109100","194","622","0.31"
"109100","763","2629","0.29"
"109100","270","1062","0.25"
"109100","115","470","0.24"
"109100","680","3306","0.21"
"109100","298","1433","0.21"
"109100","475","2448","0.19"
"109100","225","1276","0.18"
"109200","102","389","0.26"
"109200","396","1620","0.24"
"109200","1535","6859","0.22"
"109200","386","1810","0.21"
"109200","511","2637","0.19"
"109200","443","2394","0.19"
"109300","223","885","0.25"
"109300","483","2035","0.24"
"109300","788","4297","0.18"
"109300","258","1493","0.17"
"109400","86","248","0.35"
"109400","101","321","0.31"
"109400","354","1463","0.24"
"109400","308","1368","0.23"
"109400","495","2273","0.22"
"109400","810","3715","0.22"
"109400","294","1416","0.21"
"109400","262","1273","0.21"
"109400","129","621","0.21"
"109400","300","1534","0.20"
"109400","682","3608","0.19"
"109400","480","2739","0.18"
"109400","208","1175","0.18"
"109400","436","2793","0.16"
"109400","416","2683","0.16"
"109500","1096","4676","0.23"
"109500","442","2009","0.22"
"109500","314","1487","0.21"
"109500","173","825","0.21"
"109500","379","1988","0.19"
"109500","272","1479","0.18"
"109600","323","848","0.38"
"109600","1222","6121","0.20"
"109600","417","2230","0.19"
"109600","494","2579","0.19"
"109700","639","2573","0.25"
"109700","328","1339","0.24"
"109700","422","1749","0.24"
"109700","574","2665","0.22"
"109700","508","2300","0.22"
"109700","512","2722","0.19"
"109700","482","2598","0.19"
"109700","587","3230","0.18"
"109800","2292","7906","0.29"
"109800","397","1394","0.28"
"109800","792","2839","0.28"
"109800","394","1538","0.26"
"109800","201","842","0.24"
"109800","298","1339","0.22"
"109800","884","4109","0.22"
"109800","1010","4929","0.20"
"109800","662","3573","0.19"
"109800","991","5274","0.19"
"109800","519","2821","0.18"
"109900","366","1338","0.27"
"109900","572","2304","0.25"
"109900","373","1780","0.21"
"109900","614","3267","0.19"
"109900","641","3495","0.18"
"109900","447","2449","0.18"
"110000","1047","1950","0.54"
"110000","606","2123","0.29"
"110000","109","392","0.28"
"110000","300","1118","0.27"
"110000","518","2322","0.22"
"110000","302","1472","0.21"
"110000","1008","4893","0.21"
"110000","235","1171","0.20"
"110000","427","2248","0.19"
"110000","502","2680","0.19"
"110000","292","1604","0.18"
"110100","472","1986","0.24"
"110100","1031","5266","0.20"
"110100","1073","5528","0.19"
