"median_income","population","household","total_rooms","people_per_household","people_per_room"
"51129","704","293","1672","2.403","0.421"
"51121","2006","732","4113","2.740","0.488"
"51120","1382","513","3250","2.694","0.425"
"51118","436","173","1013","2.520","0.430"
"51112","1017","322","2372","3.158","0.429"
"51104","1538","449","2483","3.425","0.619"
"51104","1387","542","2862","2.559","0.485"
"51099","1931","518","2987","3.728","0.646"
"51098","1754","578","3361","3.035","0.522"
"51097","1691","744","4133","2.273","0.409"
"51083.99999999999","1452","501","3250","2.898","0.447"
"51082","781","169","835","4.621","0.935"
"51074","1024","268","1416","3.821","0.723"
"51072","1650","741","4438","2.227","0.372"
"51071","455","171","1183","2.661","0.385"
"51068","1074","337","1865","3.187","0.576"
"51067","1103","481","3056","2.293","0.361"
"51064","6270","3595","14891","1.744","0.421"
"51061","836","298","2001","2.805","0.418"
"51057","546","152","818","3.592","0.667"
"51054.00000000001","1746","464","2609","3.763","0.669"
"51048","673","390","2088","1.726","0.322"
"51047","3378","945","6169","3.575","0.548"
"51045.99999999999","850","350","2133","2.429","0.398"
"51045","1001","311","2300","3.219","0.435"
"51041","1562","512","3079","3.051","0.507"
"51039","1303","535","3011","2.436","0.433"
"51036","4250","1444","8574","2.943","0.496"
"51033","1701","669","4260","2.543","0.399"
"51032","853","439","1636","1.943","0.521"
"51030","1379","352","2079","3.918","0.663"
"51028","753","264","1541","2.852","0.489"
"51024","609","242","1261","2.517","0.483"
"51022.99999999999","1137","499","2911","2.279","0.391"
"51021","1171","431","2491","2.717","0.470"
"51020","1526","484","2750","3.153","0.555"
"51020","1164","443","2895","2.628","0.402"
"51017","1756","429","2529","4.093","0.694"
"51017","1075","350","2479","3.071","0.434"
"51014","6456","2147","14125","3.007","0.457"
"51009","668","300","1837","2.227","0.364"
"51007.99999999999","1284","485","2589","2.647","0.496"
"51005","728","250","1530","2.912","0.476"
"51002","1581","502","2762","3.149","0.572"
"50997","1662","575","4314","2.890","0.385"
"50976","1352","727","3145","1.860","0.430"
"50970.00000000001","831","268","1518","3.101","0.547"
"50969","3596","1396","7999","2.576","0.450"
"50965","6109","2615","15622","2.336","0.391"
"50961.99999999999","3199","1070","6488","2.990","0.493"
"50958","746","383","2079","1.948","0.359"
"50958","1547","402","2127","3.848","0.727"
"50956","2266","628","3648","3.608","0.621"
"50953","1282","432","2569","2.968","0.499"
"50951.00000000001","987","397","2194","2.486","0.450"
"50946.99999999999","738","235","1358","3.140","0.543"
"50946.99999999999","943","260","1320","3.627","0.714"
"50946.99999999999","1609","615","4161","2.616","0.387"
"50942","615","199","995","3.090","0.618"
"50941","5226","1972","13802","2.650","0.379"
"50929","495","196","1104","2.526","0.448"
"50926","592","314","1608","1.885","0.368"
"50923","3836","1480","10621","2.592","0.361"
"50917","550","253","1424","2.174","0.386"
"50917","748","262","1605","2.855","0.466"
"50915","867","341","2030","2.543","0.427"
"50912","1040","330","2131","3.152","0.488"
"50907","3173","1396","8711","2.273","0.364"
"50900","2026","1001","6665","2.024","0.304"
"50897","887","266","1390","3.335","0.638"
"50893","1546","371","1630","4.167","0.948"
"50887","2535","1109","6429","2.286","0.394"
"50877","952","340","2073","2.800","0.459"
"50877","370","123","851","3.008","0.435"
"50875","885","279","1694","3.172","0.522"
"50874","799","306","1725","2.611","0.463"
"50871.00000000001","1660","720","4609","2.306","0.360"
"50871.00000000001","794","366","1860","2.169","0.427"
"50869","1535","522","3351","2.941","0.458"
"50867.00000000001","2713","1577","7418","1.720","0.366"
"50866","637","221","1262","2.882","0.505"
"50866","743","259","1440","2.869","0.516"
"50866","1370","481","2980","2.848","0.460"
"50865","778","278","1692","2.799","0.460"
"50864","1024","308","2145","3.325","0.477"
"50864","530","143","952","3.706","0.557"
"50862.99999999999","1663","608","3507","2.735","0.474"
"50862.99999999999","1532","602","3298","2.545","0.465"
"50862","235","87","790","2.701","0.297"
"50862","967","370","1954","2.614","0.495"
"50861","774","290","1755","2.669","0.441"
"50860","1720","595","4379","2.891","0.393"
"50858","832","411","2239","2.024","0.372"
"50855","886","289","1932","3.066","0.459"
"50855","587","282","1703","2.082","0.345"
"50853","1452","491","2905","2.957","0.500"
"50849","1279","443","2933","2.887","0.436"
"50839.99999999999","799","283","1607","2.823","0.497"
"50839","1558","510","3080","3.055","0.506"
"50839","670","221","1375","3.032","0.487"
"50838","3526","1060","6483","3.326","0.544"
"50832","588","196","1185","3.000","0.496"
"50830","5391","1529","10655","3.526","0.506"
"50829.00000000001","2061","536","3201","3.845","0.644"
"50828","1584","493","3348","3.213","0.473"
"50827","1149","268","1475","4.287","0.779"
"50824","2530","894","4925","2.830","0.514"
"50822","1144","430","2859","2.660","0.400"
"50820.99999999999","853","410","1646","2.080","0.518"
"50818","1277","345","1790","3.701","0.713"
"50814","2123","789","4177","2.691","0.508"
"50808","799","242","1212","3.302","0.659"
"50804","1329","650","3638","2.045","0.365"
"50796","485","199","1199","2.437","0.405"
"50796","1158","445","2720","2.602","0.426"
"50795","666","257","1371","2.591","0.486"
"50787.00000000001","945","320","1853","2.953","0.510"
"50785","1158","443","2517","2.614","0.460"
"50784","802","290","1768","2.766","0.454"
"50782","461","212","1029","2.175","0.448"
"50782","1287","496","2851","2.595","0.451"
"50780","500","194","1149","2.577","0.435"
"50779","1219","507","2782","2.404","0.438"
"50778","3045","893","5603","3.410","0.543"
"50774","1608","656","3661","2.451","0.439"
"50772.00000000001","2693","746","3912","3.610","0.688"
"50769","2130","564","3443","3.777","0.619"
"50767","1514","523","3160","2.895","0.479"
"50766","708","255","1428","2.776","0.496"
"50763.99999999999","2600","868","4735","2.995","0.549"
"50762","765","296","1751","2.584","0.437"
"50762","1518","805","4473","1.886","0.339"
"50761","1832","662","4043","2.767","0.453"
"50758","1727","500","3189","3.454","0.542"
"50756","1324","571","3084","2.319","0.429"
"50754","967","484","2515","1.998","0.384"
"50753.00000000001","1084","240","1323","4.517","0.819"
"50747","661","199","984","3.322","0.672"
"50739","3038","870","4458","3.492","0.681"
"50736","1627","533","2869","3.053","0.567"
"50733","1527","515","3049","2.965","0.501"
"50731","530","265","1344","2.000","0.394"
"50731","855","478","2509","1.789","0.341"
"50719","1002","351","2220","2.855","0.451"
"50719","1331","476","2706","2.796","0.492"
"50718","984","328","3831","3.000","0.257"
"50714","1739","588","3410","2.957","0.510"
"50714","1257","579","4393","2.171","0.286"
"50709","1946","475","2873","4.097","0.677"
"50704","8997","2497","14058","3.603","0.640"
"50700","832","278","1816","2.993","0.458"
"50698.99999999999","1301","467","2472","2.786","0.526"
"50698","1149","500","3305","2.298","0.348"
"50690","1197","429","2664","2.790","0.449"
"50686","1639","495","2957","3.311","0.554"
"50681","1635","580","3445","2.819","0.475"
"50679","695","313","1937","2.220","0.359"
"50677","315","123","775","2.561","0.406"
"50672","3196","978","6920","3.268","0.462"
"50672","1351","536","3173","2.521","0.426"
"50662","938","424","2639","2.212","0.355"
"50659","1583","471","2405","3.361","0.658"
"50653","926","282","1580","3.284","0.586"
"50650.00000000001","3538","978","5640","3.618","0.627"
"50641","823","263","1398","3.129","0.589"
"50639","1678","569","3680","2.949","0.456"
"50635","1034","359","2360","2.880","0.438"
"50634","1193","430","2035","2.774","0.586"
"50631.00000000001","261","116","500","2.250","0.522"
"50629","2817","1073","6157","2.625","0.458"
"50622.99999999999","1427","434","2592","3.288","0.551"
"50622","1203","371","2278","3.243","0.528"
"50622","482","159","2611","3.031","0.185"
"50621","622","295","2201","2.108","0.283"
"50620","866","281","1997","3.082","0.434"
"50610","1396","515","2617","2.711","0.533"
"50605","1287","525","3011","2.451","0.427"
"50605","700","224","1268","3.125","0.552"
"50603","346","125","788","2.768","0.439"
"50602","822","307","1830","2.678","0.449"
"50602","494","206","1142","2.398","0.433"
"50599","641","210","1107","3.052","0.579"
"50596","1455","619","3328","2.351","0.437"
"50594","756","277","1621","2.729","0.466"
"50574","850","328","1814","2.591","0.469"
"50574","1641","585","3404","2.805","0.482"
"50570.00000000001","782","273","1425","2.864","0.549"
"50561.99999999999","1252","415","2299","3.017","0.545"
"50555","2936","1043","7042","2.815","0.417"
"50553","923","338","2103","2.731","0.439"
"50551.00000000001","940","423","2178","2.222","0.432"
"50544","1372","450","2644","3.049","0.519"
"50542.99999999999","1789","389","2630","4.599","0.680"
"50532","850","348","2017","2.443","0.421"
"50532","3993","1412","7023","2.828","0.569"
"50528.00000000001","937","372","2256","2.519","0.415"
"50527","727","293","1786","2.481","0.407"
"50526","1211","452","2752","2.679","0.440"
"50523.99999999999","2630","843","5799","3.120","0.454"
"50523.99999999999","1224","676","3507","1.811","0.349"
"50519","781","301","1663","2.595","0.470"
"50519","1824","952","4850","1.916","0.376"
"50514","1115","459","2741","2.429","0.407"
"50509.00000000001","825","339","1808","2.434","0.456"
"50509.00000000001","1914","732","4657","2.615","0.411"
"50508","1185","436","3303","2.718","0.359"
"50507","2350","810","5392","2.901","0.436"
"50505.00000000001","725","338","1573","2.145","0.461"
"50499","486","173","1075","2.809","0.452"
"50496.99999999999","1176","454","2968","2.590","0.396"
"50496.99999999999","236","144","702","1.639","0.336"
"50493","2866","850","6755","3.372","0.424"
"50492","993","354","2355","2.805","0.422"
"50490.00000000001","667","251","1602","2.657","0.416"
"50483","1083","355","1770","3.051","0.612"
"50481.99999999999","1036","437","2535","2.371","0.409"
"50480","11","3","15","3.667","0.733"
"50479","3783","1310","6728","2.888","0.562"
"50477","1285","499","2111","2.575","0.609"
"50476","645","334","1258","1.931","0.513"
"50473","2053","716","3846","2.867","0.534"
"50468","3523","1088","7105","3.238","0.496"
"50465","1619","602","3850","2.689","0.421"
"50464","1685","461","2772","3.655","0.608"
"50462.99999999999","719","295","1709","2.437","0.421"
"50462","895","305","1943","2.934","0.461"
"50461","1656","429","3154","3.860","0.525"
"50457","1586","660","4177","2.403","0.380"
"50453","1201","481","2757","2.497","0.436"
"50452","725","234","1271","3.098","0.570"
"50447","784","298","1774","2.631","0.442"
"50445","552","194","1217","2.845","0.454"
"50443","3670","1146","7264","3.202","0.505"
"50434","1459","562","3119","2.596","0.468"
"50431","1207","324","2040","3.725","0.592"
"50427","1216","407","2607","2.988","0.466"
"50424","687","285","1579","2.411","0.435"
"50423","2831","923","5405","3.067","0.524"
"50416.99999999999","1772","618","3254","2.867","0.545"
"50415","1012","441","2891","2.295","0.350"
"50410.00000000001","1644","774","3581","2.124","0.459"
"50407","1183","473","3183","2.501","0.372"
"50406.00000000001","1568","433","2605","3.621","0.602"
"50400","1288","466","3337","2.764","0.386"
"50399","917","404","2403","2.270","0.382"
"50395","361","139","599","2.597","0.603"
"50393","942","353","2199","2.669","0.428"
"50391","810","295","1731","2.746","0.468"
"50389","629","214","1085","2.939","0.580"
"50385","1301","438","2427","2.970","0.536"
"50384","574","171","1065","3.357","0.539"
"50380","2581","915","4967","2.821","0.520"
"50380","1084","388","2312","2.794","0.469"
"50376","500","335","2869","1.493","0.174"
"50374","838","247","1337","3.393","0.627"
"50371","1857","739","4719","2.513","0.394"
"50369","2173","652","3667","3.333","0.593"
"50366","607","197","1328","3.081","0.457"
"50365","925","552","2696","1.676","0.343"
"50362","1645","484","2174","3.399","0.757"
"50362","2310","890","5438","2.596","0.425"
"50362","373","131","849","2.847","0.439"
"50359.99999999999","582","277","1456","2.101","0.400"
"50359","1486","621","4280","2.393","0.347"
"50357","883","371","1807","2.380","0.489"
"50353","2516","1390","6474","1.810","0.389"
"50350","2754","994","5614","2.771","0.491"
"50346","758","178","1129","4.258","0.671"
"50346","2573","788","5600","3.265","0.459"
"50346","1791","562","4953","3.187","0.362"
"50330","1169","370","1973","3.159","0.592"
"50329","516","181","1452","2.851","0.355"
"50325","899","288","1756","3.122","0.512"
"50323","958","359","2260","2.669","0.424"
"50321.99999999999","799","433","1584","1.845","0.504"
"50317.99999999999","786","302","1966","2.603","0.400"
"50311","1883","401","2355","4.696","0.800"
"50309","1120","388","2421","2.887","0.463"
"50298.99999999999","371","130","756","2.854","0.491"
"50294","1176","416","2674","2.827","0.440"
"50292","1753","553","3561","3.170","0.492"
"50287","1311","373","2249","3.515","0.583"
"50286","999","320","1979","3.122","0.505"
"50285","1290","351","2167","3.675","0.595"
"50285","5731","1692","11275","3.387","0.508"
"50282","959","226","1275","4.243","0.752"
"50278","1448","452","2816","3.204","0.514"
"50275","639","196","1072","3.260","0.596"
"50267","2003","725","4413","2.763","0.454"
"50260.99999999999","1359","476","2685","2.855","0.506"
"50258","622","316","1859","1.968","0.335"
"50258","1036","385","2098","2.691","0.494"
"50255","614","238","1544","2.580","0.398"
"50254","388","124","716","3.129","0.542"
"50253","1356","435","2589","3.117","0.524"
"50249","999","325","2283","3.074","0.438"
"50237","1211","422","2218","2.870","0.546"
"50234","1215","431","2489","2.819","0.488"
"50232","1335","458","2871","2.915","0.465"
"50227.00000000001","633","230","1442","2.752","0.439"
"50225","1705","391","2085","4.361","0.818"
"50224","587","171","866","3.433","0.678"
"50223.00000000001","5439","1397","10002","3.893","0.544"
"50222","805","250","1550","3.220","0.519"
"50210","1574","642","3498","2.452","0.450"
"50206","835","290","1885","2.879","0.443"
"50203","1149","465","2600","2.471","0.442"
"50201","1442","449","2515","3.212","0.573"
"50201","1524","470","2370","3.243","0.643"
"50199.99999999999","1616","550","3670","2.938","0.440"
"50198","1074","359","2404","2.992","0.447"
"50195.99999999999","1079","472","2229","2.286","0.484"
"50195","1646","554","3337","2.971","0.493"
"50194","649","232","1383","2.797","0.469"
"50187","1377","454","2304","3.033","0.598"
"50186","1904","506","2795","3.763","0.681"
"50176","1264","390","2364","3.241","0.535"
"50175","2158","632","3428","3.415","0.630"
"50175","1372","560","3142","2.450","0.437"
"50172","836","289","1692","2.893","0.494"
"50166.00000000001","728","258","1375","2.822","0.529"
"50165","2755","1064","6422","2.589","0.429"
"50164","1969","607","3995","3.244","0.493"
"50162.00000000001","1607","505","3562","3.182","0.451"
"50162.00000000001","809","264","1270","3.064","0.637"
"50159","4583","1494","9798","3.068","0.468"
"50156","1515","691","3975","2.192","0.381"
"50155","474","173","946","2.740","0.501"
"50151","868","398","1949","2.181","0.445"
"50151","1124","608","2921","1.849","0.385"
"50150","826","249","1389","3.317","0.595"
"50145","4199","1554","9807","2.702","0.428"
"50143.00000000001","2484","970","6473","2.561","0.384"
"50142","2418","665","3978","3.636","0.608"
"50131","589","249","1169","2.365","0.504"
